Campus Name,Campus,Campus Type,Campus Type Description
BEAN EL,152901156,11,City: Large
BEAR BRANCH EL,170906104,41,Rural: Fringe
BEAR BRANCH EL,101913106,11,City: Large
BEAR BRANCH INT,170906062,22,Suburb: Midsize
BEAR BRANCH J H,170906042,22,Suburb: Midsize
BEAR CREEK EL,220906106,21,Suburb: Large
BEAR CREEK EL,101914106,21,Suburb: Large
BEAR CREEK INT,220907104,21,Suburb: Large
BEARD EL,15915180,11,City: Large
BEASLEY EL,57914119,21,Suburb: Large
BEASLEY EL,79901101,42,Rural: Distant
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,101847101,11,City: Large
BEATRIZ G GARZA MIDDLE,108913044,21,Suburb: Large
BEATY EARLY CHILDHOOD SCHOOL,43910160,11,City: Large
BEAUMONT ISD EARLY COLLEGE H S,123910013,12,City: Midsize
BEAUMONT NEW EL DAEP,123910134,12,City: Midsize
BEAUMONT UNITED H S,123910014,12,City: Midsize
BEAVER TECHNOLOGY CENTER,57909101,21,Suburb: Large
BEBENSEE EL,220901141,11,City: Large
BECKENDORFF J H,101914050,21,Suburb: Large
BECKER EL,227901104,11,City: Large
BECKHAM EL,220901158,11,City: Large
BECKVILLE JR-SR HIGH SCHOOL,183901001,42,Rural: Distant
BECKVILLE SUNSET EL,183901101,42,Rural: Distant
BEDFORD HEIGHTS EL,220916119,21,Suburb: Large
BEDFORD J H,220916044,21,Suburb: Large
BEDICHEK MIDDLE,227901054,11,City: Large
BEE CAVE EL,227913103,41,Rural: Fringe
BEE CAVE MIDDLE,227913043,41,Rural: Fringe
BEHLAU EL,15915192,21,Suburb: Large
BEL AIR EL,107901104,41,Rural: Fringe
BEL AIR H S,71905001,11,City: Large
BEL AIR MIDDLE,71905055,11,City: Large
BEL NAFEGAR SANCHEZ EL,20901120,41,Rural: Fringe
BELAIRE EL,226903103,12,City: Midsize
BELL CO J J A E P,14903006,12,City: Midsize
BELL CO J J A E P,14909006,12,City: Midsize
BELL COUNTY ALTERNATIVE SCHOOL,14901005,41,Rural: Fringe
BELL COUNTY DAEP,14908005,41,Rural: Fringe
BELL COUNTY DAEP,14907043,42,Rural: Distant
BELL EL,101912151,11,City: Large
BELL EL,212905102,12,City: Midsize
BELL H S,220916001,21,Suburb: Large
BELL MANOR EL,220916116,21,Suburb: Large
BELL'S HILL EL,161914103,12,City: Midsize
BELLAIRE EL,220916102,21,Suburb: Large
BELLAIRE EL,15904102,11,City: Large
BELLAIRE EL,14906113,12,City: Midsize
BELLAIRE H S,101912002,21,Suburb: Large
BELLEVUE SCHOOL,39904001,42,Rural: Distant
BELLFORT EARLY CHILDHOOD CENTER,101912360,11,City: Large
BELLS EL,91901101,42,Rural: Distant
BELLS H S,91901001,42,Rural: Distant
BELLVILLE H S,8901001,32,Town: Distant
BELLVILLE J H,8901041,32,Town: Distant
BELMAR EL,188901102,12,City: Midsize
BELT LINE EL,57913109,21,Suburb: Large
BELTON EARLY CHILDHOOD SCHOOL,14903119,23,Suburb: Small
BELTON H S,14903001,23,Suburb: Small
BELTON MIDDLE,14903046,23,Suburb: Small
BELTON NEW TECH H S AT WASKOW,14903005,23,Suburb: Small
BEN BOLT-PALITO BLANCO EL,125902101,42,Rural: Distant
BEN BOLT-PALITO BLANCO H S,125902001,42,Rural: Distant
BEN MILAM EL,166901104,41,Rural: Fringe
BEN MILAM EL,57905184,11,City: Large
BEN MILAM EL,31903110,13,City: Small
BENAVIDES EL,31901135,12,City: Midsize
BENAVIDES EL,253901101,43,Rural: Remote
BENAVIDES EL,66901041,43,Rural: Remote
BENAVIDES HEIGHTS EL,159901111,33,Town: Remote
BENAVIDES SECONDARY,66901001,43,Rural: Remote
BENAVIDEZ EL,101912295,11,City: Large
BENBROOK EL,220905103,21,Suburb: Large
BENBROOK EL,101912268,11,City: Large
BENBROOK MIDDLE/HIGH SCHOOL,220905071,21,Suburb: Large
BENDWOOD SCHOOL,101920101,11,City: Large
BENEKE EL,101919112,21,Suburb: Large
BENFER EL,101915107,21,Suburb: Large
BENIGNUS EL,101915124,21,Suburb: Large
BENITO JUAREZ MIDDLE,254901104,33,Town: Remote
BENITO MARTINEZ EL,115901101,43,Rural: Remote
BENITO MARTINEZ EL,71909112,11,City: Large
BENJAMIN DOC KERLEY EL,246906108,41,Rural: Fringe
BENJAMIN FRANKLIN INTERNATIONAL EXPLORATORY ACAD,57905047,11,City: Large
BENJAMIN SCHOOL,138904001,43,Rural: Remote
BENNETT EL,152907107,22,Suburb: Midsize
BENS BRANCH EL,170908111,21,Suburb: Large
BENTLEY EL,79901140,41,Rural: Fringe
BERKNER H S,57916005,12,City: Midsize
BERNAL MIDDLE,15915060,41,Rural: Fringe
BERNARDA JAIME J H,66902041,32,Town: Distant
BERNSHAUSEN EL,101915129,21,Suburb: Large
BERRY EL,220901101,11,City: Large
BERRY EL,101912109,11,City: Large
BERRY MIDDLE,57914047,21,Suburb: Large
BERRY MILLER J H,20908044,21,Suburb: Large
BERTA CABAZA MIDDLE,31912041,22,Suburb: Midsize
BERTA S PALACIOS EL,108909136,21,Suburb: Large
BERTRAM EL,27903102,42,Rural: Distant
BESS BRANNEN EL,20905111,23,Suburb: Small
BESS CAMPBELL EL,79901119,12,City: Midsize
BESS RACE EL,220912101,21,Suburb: Large
BESSIE COLEMAN MIDDLE,57904042,21,Suburb: Large
BEST EL,101903118,11,City: Large
BESTEIRO MIDDLE,31901048,12,City: Midsize
BETA ACADEMY,101870001,11,City: Large
BETHANY EL,43910128,11,City: Large
BETHKE EL,101914141,41,Rural: Fringe
BETTE PEROT EL,220907118,11,City: Large
BETTS EL,108904104,21,Suburb: Large
BETTY HARWELL MIDDLE,108904047,41,Rural: Fringe
BETTYE MYERS MIDDLE,61901049,21,Suburb: Large
BEVERLY CHEATHAM EL,43901117,41,Rural: Fringe
BEVERLY EL,43910136,21,Suburb: Large
BEVERLY HILLS INT,101917041,11,City: Large
BEXAR CO J J A E P,15901002,11,City: Large
BEXAR CO J J A E P,15911004,11,City: Large
BEXAR CO J J A E P,15905010,11,City: Large
BEXAR CO J J A E P,15916006,11,City: Large
BEXAR CO J J A E P,15904007,11,City: Large
BEXAR CO J J A E P,15908037,11,City: Large
BEXAR CO J J A E P,15917003,11,City: Large
BEXAR CO J J A E P,15912003,11,City: Large
BEXAR COUNTY ACADEMY,15809101,11,City: Large
BEXAR COUNTY LRN CTR,15911005,41,Rural: Fringe
BIG BEND H S,22004001,43,Rural: Remote
BIG COUNTRY EL,15912107,21,Suburb: Large
BIG SANDY EL,230901101,42,Rural: Distant
BIG SANDY H S,230901001,42,Rural: Distant
BIG SANDY J H,230901041,42,Rural: Distant
BIG SANDY SCHOOL,187901001,43,Rural: Remote
BIG SPRING AEP,114901106,32,Town: Distant
BIG SPRING H S,114901001,32,Town: Distant
BIG SPRING INT,114901044,32,Town: Distant
BIG SPRING J H,114901043,32,Town: Distant
BIG SPRINGS CHARTER SCHOOL,193801001,43,Rural: Remote
BIG SPRINGS EL,57916133,21,Suburb: Large
BILL BROWN EL,46902107,41,Rural: Fringe
BILL BURDEN EL,246908103,41,Rural: Fringe
BILL CHILDRESS EL,71907104,21,Suburb: Large
BILL HASSE EL,20901104,21,Suburb: Large
BILL HAYS MIDDLE,43912043,41,Rural: Fringe
BILL J ELLIOTT EL,220905206,11,City: Large
BILL LOGUE DETENTION CENTER,161914444,12,City: Midsize
BILL SYBERT SCHOOL,71909122,11,City: Large
BILLIE STEVENSON EL,199901114,21,Suburb: Large
BILLY BAINES MIDDLE,79907052,21,Suburb: Large
BILLY EARL DADE MIDDLE,57905062,11,City: Large
BILLY MOORE,227827004,42,Rural: Distant
BINGMAN PK,123910132,12,City: Midsize
BIRCH EL,92904104,13,City: Small
BIRDIE ALEXANDER EL,57905235,11,City: Large
BIRDVILLE EL,220902101,21,Suburb: Large
BIRDVILLE H S,220902010,21,Suburb: Large
BIRDWELL EL,212905103,12,City: Midsize
BIRKES EL,101907139,21,Suburb: Large
BIRNHAM WOODS EL,170902129,41,Rural: Fringe
BISHOP EL,178902101,32,Town: Distant
BISHOP EL,220904101,21,Suburb: Large
BISHOP H S,178902001,32,Town: Distant
BISHOP PRI,178902102,32,Town: Distant
BIVINS EL,188901103,12,City: Midsize
BLACK EL,101902126,11,City: Large
BLACK EL,101907148,21,Suburb: Large
BLACK EL,57914101,21,Suburb: Large
BLACK MIDDLE,101912042,11,City: Large
BLACKBURN EL,129902105,31,Town: Fringe
BLACKLAND PRAIRIE EL,246909130,12,City: Midsize
BLACKSHEAR EL,227901105,11,City: Large
BLACKSHEAR EL,101912110,11,City: Large
BLACKSHEAR EL,101915127,21,Suburb: Large
BLACKWELL SCHOOL,177903001,43,Rural: Remote
BLAIR EL,57903131,21,Suburb: Large
BLAKE MANOR EL,227907105,41,Rural: Fringe
BLAKEMORE MIDDLE,180901041,43,Rural: Remote
BLALACK MIDDLE,57903045,21,Suburb: Large
BLANCA E SANCHEZ,108906127,12,City: Midsize
BLANCHE DODD EL,61905102,41,Rural: Fringe
BLANCHETTE EL,123910127,12,City: Midsize
BLANCO EL,16902101,42,Rural: Distant
BLANCO H S,16902001,42,Rural: Distant
BLANCO MIDDLE,16902041,42,Rural: Distant
BLANCO VISTA EL,105906113,41,Rural: Fringe
BLAND EL,116915101,42,Rural: Distant
BLAND H S,116915001,42,Rural: Distant
BLAND MIDDLE,116915041,42,Rural: Distant
BLANKET SCHOOL,25904001,42,Rural: Distant
BLANSON CTE H S,101902014,21,Suburb: Large
BLANTON EL,227901106,11,City: Large
BLANTON EL,220901102,11,City: Large
BLANTON EL,57903110,21,Suburb: Large
BLANTON EL,61901122,41,Rural: Fringe
BLANTON EL,68901125,12,City: Midsize
BLASCHKE/SHELDON EL,205903103,31,Town: Fringe
BLATTMAN EL,15915181,41,Rural: Fringe
BLAZIER EL,227901185,41,Rural: Fringe
BLEDSOE EL,43905118,21,Suburb: Large
BLENDED ACADEMY,233901004,33,Town: Remote
BLESSING EL,158902101,42,Rural: Distant
BLEYL MIDDLE,101907043,21,Suburb: Large
BLISS EL,71902105,21,Suburb: Large
BLOCK HOUSE CREEK EL,246913103,21,Suburb: Large
BLOCKER MIDDLE,84906041,22,Suburb: Midsize
BLOOM ACADEMY CHARTER SCHOOL,101875001,11,City: Large
BLOOMBURG SCHOOL,34909001,42,Rural: Distant
BLOOMING GROVE EL,175902101,42,Rural: Distant
BLOOMING GROVE H S,175902001,42,Rural: Distant
BLOOMING GROVE JH,175902041,42,Rural: Distant
BLOOMINGTON EL,235901101,42,Rural: Distant
BLOOMINGTON H S,235901001,42,Rural: Distant
BLOOMINGTON J H,235901041,42,Rural: Distant
BLOSSOM EL,139912101,42,Rural: Distant
BLUE HAZE EL,220920104,11,City: Large
BLUE RIDGE EL,43917101,42,Rural: Distant
BLUE RIDGE EL,79907108,11,City: Large
BLUE RIDGE H S,43917001,42,Rural: Distant
BLUE RIDGE MIDDLE,43917041,42,Rural: Distant
BLUEBONNET EL,11901109,42,Rural: Distant
BLUEBONNET EL,246909118,12,City: Midsize
BLUEBONNET EL,28902105,31,Town: Fringe
BLUEBONNET EL,220907116,11,City: Large
BLUEBONNET EL,61902133,21,Suburb: Large
BLUEBONNET EL,59901102,32,Town: Distant
BLUEBONNET TRAIL EL,227907102,41,Rural: Fringe
BLUFF DALE EL,72904101,43,Rural: Remote
BLUM ISD,109913001,42,Rural: Distant
BOALS EL,43905115,21,Suburb: Large
BOB AND BETTY NELSON EL,20901119,41,Rural: Fringe
BOB AND LOLA SANFORD EL,91908102,31,Town: Fringe
BOB HOPE EL,15912104,11,City: Large
BOB HOPE SCHOOL,123807001,13,City: Small
BOB HOPE SCHOOL - EL CAMPUS,123807101,13,City: Small
BOB HOPE SCHOOL BEAUMONT,123807102,12,City: Midsize
BOBBY SHAW MIDDLE,101917143,21,Suburb: Large
BOBBY SUMMERS MIDDLE,199902044,41,Rural: Fringe
BOERNE - SAMUEL V CHAMPION H S,130901002,41,Rural: Fringe
BOERNE ALTER SCH,130901203,31,Town: Fringe
BOERNE H S,130901001,31,Town: Fringe
BOERNE MIDDLE NORTH,130901041,31,Town: Fringe
BOERNE MIDDLE SOUTH,130901042,41,Rural: Fringe
BOGGESS EL,43910142,21,Suburb: Large
BOLDT EL,15915227,21,Suburb: Large
BOLES EL,116916101,41,Rural: Fringe
BOLES H S,116916001,41,Rural: Fringe
BOLES J H,220901051,11,City: Large
BOLES MIDDLE,116916041,41,Rural: Fringe
BOLIN EL,43901110,21,Suburb: Large
BOLING H S,241901001,42,Rural: Distant
BONDY INT,101917051,21,Suburb: Large
BONHAM ACADEMY,15907107,11,City: Large
BONHAM EES,57910134,21,Suburb: Large
BONHAM EL,221901103,12,City: Midsize
BONHAM EL,71902106,11,City: Large
BONHAM EL,21902103,13,City: Small
BONHAM EL,226903122,12,City: Midsize
BONHAM EL,108906103,12,City: Midsize
BONHAM EL,165901101,12,City: Midsize
BONHAM EL,31903103,13,City: Small
BONHAM EL,101912111,11,City: Large
BONHAM H S,74903001,32,Town: Distant
BONHAM MIDDLE,188901048,12,City: Midsize
BONHAM MIDDLE,68901042,12,City: Midsize
BONHAM MIDDLE,14909044,13,City: Small
BONHAM PRE-K SCHOOL,105902109,13,City: Small
BONNER EL,101912112,11,City: Large
BONNER EL,212905104,12,City: Midsize
BONNETTE J H,101908043,21,Suburb: Large
BONNIE BRAE,220905225,11,City: Large
BONNIE HOLLAND EL,101914131,21,Suburb: Large
BONNIE L GARCIA EL,240903128,11,City: Large
BOOKER JH/H S,148901001,43,Rural: Remote
BOOKER T WASHINGTON EL,11902101,31,Town: Fringe
BOOKER T WASHINGTON EL,243905125,41,Rural: Fringe
BOOKER T WASHINGTON SPVA MAGNET,57905034,11,City: Large
BOONE EL,227901170,11,City: Large
BOONE EL,101903102,11,City: Large
BOONE EL,15915125,11,City: Large
BORCHARDT EL,43905109,11,City: Large
BORDEN COUNTY SCHOOL,17901001,43,Rural: Remote
BORGER H S,117901001,32,Town: Distant
BORGER INT,117901107,32,Town: Distant
BORGER MIDDLE,117901041,32,Town: Distant
BORMAN EL,61901111,12,City: Midsize
BOSQUEVILLE EL,161923101,41,Rural: Fringe
BOSQUEVILLE H S,161923001,41,Rural: Fringe
BOSQUEVILLE MIDDLE,161923041,41,Rural: Fringe
BOSWELL H S,220918001,11,City: Large
BOUDE STOREY MIDDLE,57905060,11,City: Large
BOULEVARD HEIGHTS,220905104,11,City: Large
BOULTER MIDDLE,212905041,12,City: Midsize
BOVINA EL,185901101,43,Rural: Remote
BOVINA H S,185901001,43,Rural: Remote
BOVINA MIDDLE,185901041,43,Rural: Remote
BOWDEN ACADEMY,15907147,11,City: Large
BOWIE 6TH GRADE CAMPUS,188901052,12,City: Midsize
BOWIE EL,221901104,12,City: Midsize
BOWIE EL,70903103,32,Town: Distant
BOWIE EL,175903101,32,Town: Distant
BOWIE EL,226903105,12,City: Midsize
BOWIE EL,57916122,11,City: Large
BOWIE EL,31903104,13,City: Small
BOWIE EL,116905102,32,Town: Distant
BOWIE EL,79901102,21,Suburb: Large
BOWIE EL,105902101,41,Rural: Fringe
BOWIE H S,227901013,11,City: Large
BOWIE H S,220901004,11,City: Large
BOWIE H S,169901001,33,Town: Remote
BOWIE H S,71902003,11,City: Large
BOWIE INT,169901042,33,Town: Remote
BOWIE J H,169901041,33,Town: Remote
BOWIE MIDDLE,188901042,12,City: Midsize
BOWIE MIDDLE,68901043,12,City: Midsize
BOWIE MIDDLE,57912041,12,City: Midsize
BOWIE PRI,112901106,33,Town: Remote
BOWMAN MIDDLE,43910042,11,City: Large
BOYD EL,249902101,41,Rural: Fringe
BOYD H S,249902001,42,Rural: Distant
BOYD INT,249902110,42,Rural: Distant
BOYD MIDDLE,249902041,42,Rural: Distant
BOYS RANCH H S,180901001,43,Rural: Remote
BOZMAN INT,170902078,41,Rural: Fringe
BRACKENRIDGE H S,15907001,11,City: Large
BRACKETT H S,136901001,33,Town: Remote
BRACKETT J H,136901041,33,Town: Remote
BRADFIELD EL,57911102,21,Suburb: Large
BRADFIELD EL,57909119,21,Suburb: Large
BRADFORD EL,226903106,12,City: Midsize
BRADFORD EL,243903101,31,Town: Fringe
BRADLEY EL,170902132,41,Rural: Fringe
BRADLEY EL,71902158,11,City: Large
BRADLEY MIDDLE,15910048,11,City: Large
BRADSHAW,227827005,32,Town: Distant
BRADY EL,160901101,41,Rural: Fringe
BRADY H S,160901001,41,Rural: Fringe
BRADY MIDDLE,160901041,41,Rural: Fringe
BRAEBURN EL,101912114,11,City: Large
BRAMLETTE STEAM ACADEMY,92903127,13,City: Small
BRANDEIS H S,15915023,11,City: Large
BRANDENBURG EL,57912116,12,City: Midsize
BRANDON EL,3903121,33,Town: Remote
BRANSFORD EL,220906108,21,Suburb: Large
BRAUCHLE EL,15915150,11,City: Large
BRAUN STATION EL,15915134,11,City: Large
BRAVES ACADEMY,43918003,41,Rural: Fringe
BRAY EL,57904101,21,Suburb: Large
BRAZORIA CO ALTER ED CTR,20902003,41,Rural: Fringe
BRAZORIA CO J J A E P,20901004,41,Rural: Fringe
BRAZORIA CO J J A E P,20908002,41,Rural: Fringe
BRAZORIA CO JUVENILE DETENTION,20902004,41,Rural: Fringe
BRAZOS BEND EL,79907136,12,City: Midsize
BRAZOS CO JUVENILE DETENTION CENTER,21902014,13,City: Small
BRAZOS COUNTY JJAEP,21902015,13,City: Small
BRAZOS EL,8903102,42,Rural: Distant
BRAZOS H S,8903001,42,Rural: Distant
BRAZOS H S,161914007,12,City: Midsize
BRAZOS MIDDLE,8903041,42,Rural: Distant
BRAZOS RIVER CHARTER SCHOOL,213801001,42,Rural: Distant
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY BRYAN/COL,21803001,13,City: Small
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL,21803102,11,City: Large
BRAZOS SUCCESS ACADEMY,20905006,23,Suburb: Small
BRAZOSPORT H S,20905001,23,Suburb: Small
BRAZOSWOOD H S,20905002,23,Suburb: Small
BRECKENRIDGE H S,215901001,33,Town: Remote
BRECKENRIDGE J H,215901041,33,Town: Remote
BREEDEN EL,31901144,12,City: Midsize
BREMOND EL,198901101,43,Rural: Remote
BREMOND H S,198901001,43,Rural: Remote
BREMOND MIDDLE,198901041,43,Rural: Remote
BRENDA NORWOOD EL,220908128,41,Rural: Fringe
BRENHAM EARLY CHILDHOOD LEARNING CENTER,239901106,32,Town: Distant
BRENHAM EL,239901102,41,Rural: Fringe
BRENHAM H S,239901001,32,Town: Distant
BRENHAM J H,239901042,32,Town: Distant
BRENHAM MIDDLE,239901041,32,Town: Distant
BRENNAN H S,15915024,21,Suburb: Large
BRENTFIELD EL,57916128,11,City: Large
BRENTWOOD EL,227901107,11,City: Large
BRENTWOOD MIDDLE,15905041,11,City: Large
BREWER ACADEMY,15907064,11,City: Large
BREWER H S,220920001,41,Rural: Fringe
BREWER MIDDLE,220920041,21,Suburb: Large
BREWSTER EL,108904102,42,Rural: Distant
BRIARGATE EL,79907113,11,City: Large
BRIARGROVE EL,101912116,11,City: Large
BRIARHILL MIDDLE,61902049,21,Suburb: Large
BRIARMEADOW CHARTER,101912344,11,City: Large
BRIDGE ASSOC,220905212,11,City: Large
BRIDGE CITY EL,181901102,41,Rural: Fringe
BRIDGE CITY H S,181901001,22,Suburb: Midsize
BRIDGE CITY INT,181901103,41,Rural: Fringe
BRIDGE CITY MIDDLE,181901041,22,Suburb: Midsize
BRIDGE POINT EL,227909106,11,City: Large
BRIDGELAND H S,101907016,41,Rural: Fringe
BRIDGEPORT EL,249903101,41,Rural: Fringe
BRIDGEPORT H S,249903001,41,Rural: Fringe
BRIDGEPORT INT,249903102,32,Town: Distant
BRIDGEPORT MIDDLE,249903041,41,Rural: Fringe
BRIDGEWAY PREPARATORY ACADEMY,57851101,21,Suburb: Large
BRIDLEWOOD EL,61902129,21,Suburb: Large
BRIESEMEISTER MIDDLE,94901042,31,Town: Fringe
BRIGHT ACAD,43905108,21,Suburb: Large
BRIGHT BEGINNINGS ACADEMIC CENTER,223901103,41,Rural: Fringe
BRILL EL,101915109,21,Suburb: Large
BRINKER EL,43910123,11,City: Large
BRISCOE EL,15907112,11,City: Large
BRISCOE EL,101912117,11,City: Large
BRISCOE J H,79901043,41,Rural: Fringe
BRISCOE MIDDLE,15915058,21,Suburb: Large
BRITAIN EL,57912103,12,City: Midsize
BRITE EL,31901140,22,Suburb: Midsize
BROADDUS EL,203902101,43,Rural: Remote
BROADDUS H S,203902001,43,Rural: Remote
BROADWAY EL,170902127,22,Suburb: Midsize
BROCK EL,184909102,42,Rural: Distant
BROCK H S,184909001,42,Rural: Distant
BROCK INT,184909101,42,Rural: Distant
BROCK J H,184909041,42,Rural: Distant
BRONTE ISD,41901001,43,Rural: Remote
BROOK AVENUE EL,161914104,12,City: Midsize
BROOK VILLAGE EARLY CHILDHOOD,243905104,12,City: Midsize
BROOKE EL,227901108,11,City: Large
BROOKELAND EL,121902101,43,Rural: Remote
BROOKELAND H S,121902001,43,Rural: Remote
BROOKESMITH SCHOOL,25908001,43,Rural: Remote
BROOKHAVEN EL,14906125,12,City: Midsize
BROOKHOLLOW EL,3903122,33,Town: Remote
BROOKHOLLOW EL,227904108,21,Suburb: Large
BROOKLINE EL,101912119,11,City: Large
BROOKS ACADEMY LONESTAR,15830102,11,City: Large
BROOKS ACADEMY OAKS,15830103,11,City: Large
BROOKS ACADEMY OF SCIENCE AND ENGINEERING,15830001,11,City: Large
BROOKS COLLEGIATE ACADEMY,15830101,11,City: Large
BROOKS WESTER MIDDLE,220908043,21,Suburb: Large
BROOKS-QUINN-JONES EL,174904101,33,Town: Remote
BROOKSIDE INT,84910047,21,Suburb: Large
BROOKWOOD EL,84910118,21,Suburb: Large
BROOKWOOD FOREST EL,170908116,21,Suburb: Large
BROWN EL,227901109,11,City: Large
BROWN EL,152901159,11,City: Large
BROWN EL,57912102,12,City: Midsize
BROWN MIDDLE,129902042,41,Rural: Fringe
BROWN MIDDLE,71902056,11,City: Large
BROWN MIDDLE,108906044,12,City: Midsize
BROWN PRI,11904102,32,Town: Distant
BROWNE MIDDLE,178904043,11,City: Large
BROWNFIELD EDUCATION CENTER,223901005,32,Town: Distant
BROWNFIELD H S,223901001,32,Town: Distant
BROWNFIELD MIDDLE,223901041,32,Town: Distant
BROWNING EL,101912120,11,City: Large
BROWNSBORO EL,107902101,42,Rural: Distant
BROWNSBORO H S,107902001,42,Rural: Distant
BROWNSBORO INT,107902104,42,Rural: Distant
BROWNSBORO J H,107902041,42,Rural: Distant
BROWNSVILLE ACADEMIC CENTER,31901033,12,City: Midsize
BROWNSVILLE EARLY COLLEGE H S,31901008,12,City: Midsize
BROWNSVILLE LEARNING ACADEMY,31901006,12,City: Midsize
BROWNSVILLE RAUL YZAGUIRRE STEM SCHOLARS PREP,101806101,12,City: Midsize
BROWNWOOD ACCELERATED H S,25902003,33,Town: Remote
BROWNWOOD H S,25902001,33,Town: Remote
BROWNWOOD MIDDLE,25902041,41,Rural: Fringe
BRUCE EL,101912121,11,City: Large
BRUCE J H,230902041,31,Town: Fringe
BRUCE SHULKEY EL,220905163,11,City: Large
BRUCEVILLE-EDDY EL,161919101,42,Rural: Distant
BRUCEVILLE-EDDY H S,161919001,42,Rural: Distant
BRUCEVILLE-EDDY INT,161919042,42,Rural: Distant
BRUCEVILLE-EDDY J H,161919041,42,Rural: Distant
BRULE EL,93904107,32,Town: Distant
BRUNDRETT MIDDLE,178908041,42,Rural: Distant
BRUNI EL,240901101,11,City: Large
BRUNI H S,240904001,43,Rural: Remote
BRUNI MIDDLE,240904041,43,Rural: Remote
BRUSHY CREEK EL,246909114,21,Suburb: Large
BRYAN ADAMS H S,57905001,11,City: Large
BRYAN COLLEGIATE H S,21902003,13,City: Small
BRYAN EL,108908101,13,City: Small
BRYAN'S HOUSE,57905569,11,City: Large
BRYANT EL,220901147,11,City: Large
BRYANT EL,101914142,41,Rural: Fringe
BRYKER WOODS EL,227901110,11,City: Large
BRYSON EL,220918104,11,City: Large
BRYSON SCHOOL,119901001,43,Rural: Remote
BUCKALEW EL,170902123,13,City: Small
BUCKHOLTS SCHOOL,166907001,42,Rural: Distant
BUCKNER PREPARATORY,57841002,11,City: Large
BUDA EL,105906106,21,Suburb: Large
BUDEWIG INT,101903145,11,City: Large
BUELL CENTRAL DAEP,108909011,21,Suburb: Large
BUENA VISTA EL,233901110,33,Town: Remote
BUENA VISTA SCHOOL,186901001,43,Rural: Remote
BUFFALO CREEK EL,101920126,11,City: Large
BUFFALO EL,145901102,43,Rural: Remote
BUFFALO GAP EL,221911102,42,Rural: Distant
BUFFALO H S,145901002,43,Rural: Remote
BUFFALO J H,145901041,43,Rural: Remote
BUINGER CTE ACADEMY,220916003,21,Suburb: Large
BULLARD EARLY CHILDHOOD,212902103,41,Rural: Fringe
BULLARD EL,212902101,41,Rural: Fringe
BULLARD H S,212902001,41,Rural: Fringe
BULLARD INT,212902102,22,Suburb: Midsize
BULLARD MIDDLE,212902041,22,Suburb: Midsize
BULLARD PRI,212902104,41,Rural: Fringe
BULLOCK EL,57909102,21,Suburb: Large
BULVERDE CREEK,15910142,11,City: Large
BUNA EL,121903101,42,Rural: Distant
